Cone x location (microns),Cone y location (microns),Cone spectral type,Zernike Coeffs,Values,Parameter_Name,Values,,Cone x location (microns),Cone y location (microns),Cone spectral type,Zernike Coeffs,Values,Parameter_Name,Values,,Cone x location (microns),Cone y location (microns),Cone spectral type,Zernike Coeffs,Values,Parameter_Name,Values,,Cone x location (microns),Cone y location (microns),Cone spectral type,Zernike Coeffs,Values,Parameter_Name,Values,,Cone x location (microns),Cone y location (microns),Cone spectral type,Zernike Coeffs,Values,Parameter_Name,Values,,Cone x location (microns),Cone y location (microns),Cone spectral type,Zernike Coeffs,Values,Parameter_Name,Values,,Cone x location (microns),Cone y location (microns),Cone spectral type,Zernike Coeffs,Values,Parameter_Name,Values,,Cone x location (microns),Cone y location (microns),Cone spectral type,Zernike Coeffs,Values,Parameter_Name,Values,,Cone x location (microns),Cone y location (microns),Cone spectral type,Zernike Coeffs,Values,Parameter_Name,Values,,Cone x location (microns),Cone y location (microns),Cone spectral type,Zernike Coeffs,Values,Parameter_Name,Values,,Cone x location (microns),Cone y location (microns),Cone spectral type,Zernike Coeffs,Values,Parameter_Name,Values,,Cone x location (microns),Cone y location (microns),Cone spectral type,Zernike Coeffs,Values,Parameter_Name,Values,,Cone x location (microns),Cone y location (microns),Cone spectral type,Zernike Coeffs,Values,Parameter_Name,Values,,Cone x location (microns),Cone y location (microns),Cone spectral type,Zernike Coeffs,Values,Parameter_Name,Values,,Cone x location (microns),Cone y location (microns),Cone spectral type,Zernike Coeffs,Values,Parameter_Name,Values,,Cone x location (microns),Cone y location (microns),Cone spectral type,Zernike Coeffs,Values,Parameter_Name,Values,,Cone x location (microns),Cone y location (microns),Cone spectral type,Zernike Coeffs,Values,Parameter_Name,Values,,Cone x location (microns),Cone y location (microns),Cone spectral type,Zernike Coeffs,Values,Parameter_Name,Values,,Cone x location (microns),Cone y location (microns),Cone spectral type,Zernike Coeffs,Values,Parameter_Name,Values,,Cone x location (microns),Cone y location (microns),Cone spectral type,Zernike Coeffs,Values,Parameter_Name,Values,,Cone x location (microns),Cone y location (microns),Cone spectral type,Zernike Coeffs,Values,Parameter_Name,Values,,Cone x location (microns),Cone y location (microns),Cone spectral type,Zernike Coeffs,Values,Parameter_Name,Values,,Cone x location (microns),Cone y location (microns),Cone spectral type,Zernike Coeffs,Values,Parameter_Name,Values,,Cone x location (microns),Cone y location (microns),Cone spectral type,Zernike Coeffs,Values,Parameter_Name,Values,,Cone x location (microns),Cone y location (microns),Cone spectral type,Zernike Coeffs,Values,Parameter_Name,Values,,Cone x location (microns),Cone y location (microns),Cone spectral type,Zernike Coeffs,Values,Parameter_Name,Values,,Cone x location (microns),Cone y location (microns),Cone spectral type,Zernike Coeffs,Values,Parameter_Name,Values
2,177.8,L,,,% S-cones,5.7,,2.6,25.4,L,,,% S-cones,7.2,,2,178.5,M,,,% S-cones,7.7,,2.6,22.2,M,,,% S-cones,6.9,,2.6,128.1,L,,,% S-cones,6.3,,2.6,164.1,L,,,% S-cones,7.8,,3.3,108.5,L,,,% S-cones,8.9,,5.2,149.1,L,,,% S-cones,9.3,,11.8,78.4,S,,,% S-cones,8.5,,2,171.3,L,,,% S-cones,3,,2,160.9,L,,,% S-cones,4.6,,2,111.4,S,,,% S-cones,5.1,,2.6,20.8,L,,,% S-cones,8.5,,3.9,204.1,M,,,% S-cones,9.3,,10.9,168.9,M,,,% S-cones,6.2,,3.9,26.7,M,,,% S-cones,5.3,,3.9,43.6,L,,,% S-cones,6.3,,5.2,47.6,L,,,% S-cones,7.5,,3.3,45.1,L,,,% S-cones,8.6,,4.8,102.5,S,,,% S-cones,9.6,,9.8,115.7,M,,,% S-cones,9.3,,2.6,61.2,L,,,% S-cones,4.4,,3.9,50.8,L,,,% S-cones,4.8,,4.6,27.4,L,,,% S-cones,5.9,,3.9,11.1,L,,,% S-cones,6.4,,5.6,135.1,L,,,% S-cones,7.7,,11.1,214.4,S,,,% S-cones,10.8
2.6,34,M,,,L-cone density (cones per square mm),39790.7,,2.6,42.3,L,,,L-cone density (cones per square mm),34722.5,,2,187,M,,,L-cone density (cones per square mm),28861.7,,2.6,52.3,L,,,L-cone density (cones per square mm),24705.6,,3.3,2.6,M,,,L-cone density (cones per square mm),24551.7,,3.3,18.3,L,,,L-cone density (cones per square mm),20857.4,,3.9,24.2,M,,,L-cone density (cones per square mm),18163.6,,5.2,232.1,S,,,L-cone density (cones per square mm),9513,,11.8,239.9,M,,,L-cone density (cones per square mm),3789.5,,2,187.6,M,,,L-cone density (cones per square mm),43635.7,,2,164.2,L,,,L-cone density (cones per square mm),34800,,2,120.5,M,,,L-cone density (cones per square mm),32087.3,,2.6,53.4,L,,,L-cone density (cones per square mm),22941.6,,4.3,76,M,,,L-cone density (cones per square mm),9798.1,,10.9,231.9,M,,,L-cone density (cones per square mm),4503.1,,3.9,31.3,M,,,L-cone density (cones per square mm),34412.5,,3.9,59.9,L,,,L-cone density (cones per square mm),27127,,5.9,58,S,,,L-cone density (cones per square mm),21469.1,,3.3,164.1,M,,,L-cone density (cones per square mm),15911.2,,5.6,72.1,L,,,L-cone density (cones per square mm),6878.1,,9.8,183.7,L,,,L-cone density (cones per square mm),3811.4,,3.3,29.3,M,,,L-cone density (cones per square mm),41465.5,,5.2,7.2,L,,,L-cone density (cones per square mm),35187.6,,4.6,55.4,L,,,L-cone density (cones per square mm),29529.6,,3.9,28.1,M,,,L-cone density (cones per square mm),18632.5,,6.1,16.9,L,,,L-cone density (cones per square mm),6749.2,,11.8,110.5,M,,,L-cone density (cones per square mm),3626.4
2.6,62.1,M,,,M-cone density (cones per square mm),30631.9,,2.6,48.9,L,,,M-cone density (cones per square mm),23871.7,,2.6,10.5,L,,,M-cone density (cones per square mm),19318.1,,2.6,62.8,L,,,M-cone density (cones per square mm),16624.4,,3.3,36,L,,,M-cone density (cones per square mm),12237.4,,3.3,56.9,L,,,M-cone density (cones per square mm),11852.5,,3.9,80.4,L,,,M-cone density (cones per square mm),11698.6,,5.9,109.2,M,,,M-cone density (cones per square mm),4553,,13.1,139.9,L,,,M-cone density (cones per square mm),2598.1,,2.6,65.8,M,,,M-cone density (cones per square mm),31157.3,,2,177.8,M,,,M-cone density (cones per square mm),27514.5,,2,130.3,M,,,M-cone density (cones per square mm),21236.5,,2.6,109.9,M,,,M-cone density (cones per square mm),12931,,4.3,119.9,M,,,M-cone density (cones per square mm),6736.2,,12.2,101.2,L,,,M-cone density (cones per square mm),3013.5,,3.9,47.6,M,,,M-cone density (cones per square mm),22864.2,,4.6,48.9,L,,,M-cone density (cones per square mm),18601.4,,7.2,25.4,M,,,M-cone density (cones per square mm),15811.1,,3.3,190.9,L,,,M-cone density (cones per square mm),9725.2,,5.6,234.1,L,,,M-cone density (cones per square mm),5092.4,,10.5,62.8,L,,,M-cone density (cones per square mm),2762.2,,3.3,45.6,M,,,M-cone density (cones per square mm),35265.1,,5.2,30.6,L,,,M-cone density (cones per square mm),26894.5,,5.9,16.3,L,,,M-cone density (cones per square mm),20306.5,,3.9,64.1,L,,,M-cone density (cones per square mm),10626.8,,6.1,55.6,L,,,M-cone density (cones per square mm),4593.5,,12.4,16.3,M,,,M-cone density (cones per square mm),2029.3
2.6,114.4,L,,,S-cone density (cones per square mm),4233.1,,2.6,72.3,M,,,S-cone density (cones per square mm),4572.8,,2.6,26.8,L,,,S-cone density (cones per square mm),4002.2,,2.6,126.2,L,,,S-cone density (cones per square mm),3078.6,,3.3,81.7,L,,,S-cone density (cones per square mm),2462.9,,3.3,72.6,L,,,S-cone density (cones per square mm),2770.7,,3.9,96.8,L,,,S-cone density (cones per square mm),2924.7,,5.9,132.1,L,,,S-cone density (cones per square mm),1449.8,,13.7,185.7,M,,,S-cone density (cones per square mm),595.7,,2.6,77.5,L,,,S-cone density (cones per square mm),2325.2,,2,186.3,M,,,S-cone density (cones per square mm),3022.7,,2,153.1,M,,,S-cone density (cones per square mm),2867.7,,2.6,123.8,L,,,S-cone density (cones per square mm),3342.5,,4.3,142.5,M,,,S-cone density (cones per square mm),1704.7,,12.2,207.2,L,,,S-cone density (cones per square mm),496.5,,5.2,12.4,L,,,S-cone density (cones per square mm),3177.7,,5.9,4.6,L,,,S-cone density (cones per square mm),3100.2,,7.8,40.4,L,,,S-cone density (cones per square mm),3022.7,,3.9,158.9,L,,,S-cone density (cones per square mm),2404.8,,6.1,176.3,M,,,S-cone density (cones per square mm),1273.1,,10.5,81.1,L,,,S-cone density (cones per square mm),674.5,,3.9,41,M,,,S-cone density (cones per square mm),3565.3,,5.2,34.5,M,,,S-cone density (cones per square mm),3100.2,,6.5,47.6,M,,,S-cone density (cones per square mm),3100.2,,3.9,100.7,L,,,S-cone density (cones per square mm),1989.6,,6.1,78.2,M,,,S-cone density (cones per square mm),945.2,,12.4,185,L,,,S-cone density (cones per square mm),684.5
2.6,126.8,S,,,Number of selected cones,976,,2.6,93.8,L,,,Number of selected cones,817,,2.6,34.6,L,,,Number of selected cones,679,,2.6,170,M,,,Number of selected cones,577,,3.3,90.9,M,,,Number of selected cones,510,,3.3,121.6,S,,,Number of selected cones,461,,3.9,135.3,L,,,Number of selected cones,427,,5.9,165.4,M,,,Number of selected cones,1222,,13.7,193.5,L,,,Number of selected cones,551,,2.6,85.3,L,,,Number of selected cones,998,,2.6,24.1,M,,,Number of selected cones,843,,2,157,M,,,Number of selected cones,726,,2.6,182,L,,,Number of selected cones,2327,,4.3,149.4,S,,,Number of selected cones,1103,,12.6,175.5,M,,,Number of selected cones,468,,5.2,20.2,S,,,Number of selected cones,782,,5.9,53.4,L,,,Number of selected cones,630,,7.8,51.5,L,,,Number of selected cones,520,,4.6,26.8,L,,,Number of selected cones,1856,,6.1,210.6,L,,,Number of selected cones,801,,10.5,160.8,M,,,Number of selected cones,677,,4.6,35.2,L,,,Number of selected cones,1037,,5.2,40.4,S,,,Number of selected cones,842,,6.5,50.2,M,,,Number of selected cones,683,,3.9,138.6,M,,,Number of selected cones,1981,,6.9,145.1,L,,,Number of selected cones,747,,13.7,131.4,L,,,Number of selected cones,529
2.6,158.9,L,,,Number of Not classified cones,6,,2.6,126.4,L,,,Number of Not classified cones,2,,2.6,60.8,L,,,Number of Not classified cones,1,,2.6,179.1,L,,,Number of Not classified cones,0,,3.3,103.9,L,,,Number of Not classified cones,0,,3.3,141.9,L,,,Number of Not classified cones,0,,4.3,122,L,,,Number of Not classified cones,1,,6.5,102,M,,,Number of Not classified cones,2,,13.7,200.7,L,,,Number of Not classified cones,0,,2.6,97.1,M,,,Number of Not classified cones,3,,2.6,30,L,,,Number of Not classified cones,0,,2,168.7,L,,,Number of Not classified cones,1,,2.6,199.3,L,,,Number of Not classified cones,4,,4.8,66,M,,,Number of Not classified cones,1,,12.6,195.4,M,,,Number of Not classified cones,0,,5.2,41,L,,,Number of Not classified cones,2,,6.5,15,L,,,Number of Not classified cones,0,,7.8,63.2,L,,,Number of Not classified cones,0,,4.6,53,M,,,Number of Not classified cones,2,,6.1,226.3,M,,,Number of Not classified cones,0,,10.5,190.9,M,,,Number of Not classified cones,0,,4.6,59.3,M,,,Number of Not classified cones,1,,5.2,55.4,L,,,Number of Not classified cones,1,,6.5,58,M,,,Number of Not classified cones,0,,3.9,160.8,L,,,Number of Not classified cones,2,,7.8,102.1,L,,,Number of Not classified cones,6,,15.7,95.4,L,,,Number of Not classified cones,1
2.6,180.4,L,,,L-,Long wavelength cones,,2.6,181.1,L,,,L-,Long wavelength cones,,2.6,84.3,M,,,L-,Long wavelength cones,,2.6,185.7,L,,,L-,Long wavelength cones,,3.3,147.7,M,,,L-,Long wavelength cones,,3.3,149.7,L,,,L-,Long wavelength cones,,4.6,63.4,L,,,L-,Long wavelength cones,,7.8,125.5,L,,,L-,Long wavelength cones,,15,31.4,L,,,L-,Long wavelength cones,,2.6,122.5,L,,,L-,Long wavelength cones,,2.6,43,L,,,L-,Long wavelength cones,,2,173.9,M,,,L-,Long wavelength cones,,3,88.2,L,,,L-,Long wavelength cones,,4.8,135.1,L,,,L-,Long wavelength cones,,13,133.8,L,,,L-,Long wavelength cones,,5.2,43.6,L,,,L-,Long wavelength cones,,6.5,23.5,L,,,L-,Long wavelength cones,,9.1,15.6,M,,,L-,Long wavelength cones,,4.6,83,S,,,L-,Long wavelength cones,,6.5,92.1,M,,,L-,Long wavelength cones,,10.5,252.3,M,,,L-,Long wavelength cones,,5.2,20.8,L,,,L-,Long wavelength cones,,5.9,44.3,L,,,L-,Long wavelength cones,,7.2,3.9,L,,,L-,Long wavelength cones,,3.9,173.2,L,,,L-,Long wavelength cones,,8.3,152.9,L,,,L-,Long wavelength cones,,16.3,200,L,,,L-,Long wavelength cones
2.6,190.9,M,,,M-,Middle wavelength cones,,3.3,29.3,M,,,M-,Middle wavelength cones,,2.6,96.1,M,,,M-,Middle wavelength cones,,2.6,194.8,M,,,M-,Middle wavelength cones,,3.3,152.3,L,,,M-,Middle wavelength cones,,3.9,31.4,L,,,M-,Middle wavelength cones,,4.6,126.8,M,,,M-,Middle wavelength cones,,7.8,193.5,L,,,M-,Middle wavelength cones,,15,108.5,L,,,M-,Middle wavelength cones,,2.6,148.5,L,,,M-,Middle wavelength cones,,2.6,75.6,L,,,M-,Middle wavelength cones,,2,177.8,L,,,M-,Middle wavelength cones,,3,99.9,M,,,M-,Middle wavelength cones,,5.2,83.8,L,,,M-,Middle wavelength cones,,13,217.6,L,,,M-,Middle wavelength cones,,5.9,5.9,S,,,M-,Middle wavelength cones,,6.5,41,M,,,M-,Middle wavelength cones,,9.1,31.3,L,,,M-,Middle wavelength cones,,4.6,141.2,S,,,M-,Middle wavelength cones,,6.5,139,L,,,M-,Middle wavelength cones,,11.1,22.9,L,,,M-,Middle wavelength cones,,5.2,26.7,L,,,M-,Middle wavelength cones,,5.9,59.9,M,,,M-,Middle wavelength cones,,7.8,12.4,L,,,M-,Middle wavelength cones,,4.6,69.3,L,,,M-,Middle wavelength cones,,8.3,175.9,L,,,M-,Middle wavelength cones,,17.7,157.6,L,,,M-,Middle wavelength cones
2.7,74.7,L,,,S-,Short wavelength cones,,3.3,65.1,L,,,S-,Short wavelength cones,,2.6,100,L,,,S-,Short wavelength cones,,3.3,36,L,,,S-,Short wavelength cones,,3.3,160.2,L,,,S-,Short wavelength cones,,3.9,45.8,M,,,S-,Short wavelength cones,,4.6,141.2,L,,,S-,Short wavelength cones,,8.5,63.4,M,,,S-,Short wavelength cones,,15.7,117.7,M,,,S-,Short wavelength cones,,2.6,162.9,L,,,S-,Short wavelength cones,,2.6,79.5,L,,,S-,Short wavelength cones,,2,183.1,L,,,S-,Short wavelength cones,,3,119.4,L,,,S-,Short wavelength cones,,5.2,224.1,L,,,S-,Short wavelength cones,,13.9,154.2,L,,,S-,Short wavelength cones,,5.9,23.5,L,,,S-,Short wavelength cones,,7.2,9.8,M,,,S-,Short wavelength cones,,9.1,45,S,,,S-,Short wavelength cones,,4.6,152.3,L,,,S-,Short wavelength cones,,6.5,200.7,L,,,S-,Short wavelength cones,,11.8,209.2,L,,,S-,Short wavelength cones,,5.5,23.5,L,,,S-,Short wavelength cones,,6.5,26.7,L,,,S-,Short wavelength cones,,7.8,20.2,L,,,S-,Short wavelength cones,,4.6,109.2,L,,,S-,Short wavelength cones,,8.7,246.7,S,,,S-,Short wavelength cones,,17.7,227.5,M,,,S-,Short wavelength cones
3.3,58.8,L,,,NC-,Not classified,,3.3,130.3,L,,,NC-,Not classified,,2.6,160.8,M,,,NC-,Not classified,,3.3,74.5,M,,,NC-,Not classified,,3.9,22.9,M,,,NC-,Not classified,,3.9,101.3,L,,,NC-,Not classified,,4.6,160.8,M,,,NC-,Not classified,,8.5,238.6,L,,,NC-,Not classified,,15.7,166.1,L,,,NC-,Not classified,,3.3,8.5,L,,,NC-,Not classified,,2.6,82.7,L,,,NC-,Not classified,,2.6,5.9,L,,,NC-,Not classified,,3,146.8,M,,,NC-,Not classified,,5.6,107.7,L,,,NC-,Not classified,,14.3,55.2,M,,,NC-,Not classified,,5.9,54.1,M,,,NC-,Not classified,,7.2,18.9,M,,,NC-,Not classified,,9.8,11.1,L,,,NC-,Not classified,,5.2,21.6,L,,,NC-,Not classified,,6.9,119.9,M,,,NC-,Not classified,,12.4,149.7,L,,,NC-,Not classified,,5.9,3.3,L,,,NC-,Not classified,,6.5,48.2,L,,,NC-,Not classified,,7.8,24.8,L,,,NC-,Not classified,,4.6,118.3,L,,,NC-,Not classified,,9.1,7.8,L,,,NC-,Not classified,,18.3,8.5,L,,,NC-,Not classified
3.3,88.9,L,,,"Cone location origin (0,0)",Top-left corner of FOV,,3.3,135.5,M,,,"Cone location origin (0,0)",Top-left corner of FOV,,3.3,4.6,L,,,"Cone location origin (0,0)",Top-left corner of FOV,,3.9,17.7,S,,,"Cone location origin (0,0)",Top-left corner of FOV,,3.9,107.2,L,,,"Cone location origin (0,0)",Top-left corner of FOV,,3.9,113.8,L,,,"Cone location origin (0,0)",Top-left corner of FOV,,4.6,170,M,,,"Cone location origin (0,0)",Top-left corner of FOV,,9.2,52.3,L,,,"Cone location origin (0,0)",Top-left corner of FOV,,15.7,218.4,L,,,"Cone location origin (0,0)",Top-left corner of FOV,,3.3,19.5,M,,,"Cone location origin (0,0)",Top-left corner of FOV,,2.6,101,M,,,"Cone location origin (0,0)",Top-left corner of FOV,,2.6,20.2,M,,,"Cone location origin (0,0)",Top-left corner of FOV,,3,193.7,M,,,"Cone location origin (0,0)",Top-left corner of FOV,,5.6,159.8,M,,,"Cone location origin (0,0)",Top-left corner of FOV,,14.3,186.8,M,,,"Cone location origin (0,0)",Top-left corner of FOV,,6.5,50.2,L,,,"Cone location origin (0,0)",Top-left corner of FOV,,7.2,28.7,S,,,"Cone location origin (0,0)",Top-left corner of FOV,,9.8,55.4,L,,,"Cone location origin (0,0)",Top-left corner of FOV,,5.2,39.2,L,,,"Cone location origin (0,0)",Top-left corner of FOV,,7.4,186.8,L,,,"Cone location origin (0,0)",Top-left corner of FOV,,13.1,139.9,L,,,"Cone location origin (0,0)",Top-left corner of FOV,,5.9,51.5,S,,,"Cone location origin (0,0)",Top-left corner of FOV,,7.2,12.4,M,,,"Cone location origin (0,0)",Top-left corner of FOV,,7.8,35.2,S,,,"Cone location origin (0,0)",Top-left corner of FOV,,4.6,148.4,L,,,"Cone location origin (0,0)",Top-left corner of FOV,,9.1,30,L,,,"Cone location origin (0,0)",Top-left corner of FOV,,18.3,35.3,M,,,"Cone location origin (0,0)",Top-left corner of FOV
3.3,95.4,M,,,Zernike Coeffs Pupil diameter (mm),6,,3.3,170.7,M,,,Zernike Coeffs Pupil diameter (mm),6,,3.3,53.6,M,,,Zernike Coeffs Pupil diameter (mm),6,,3.9,26.1,L,,,Zernike Coeffs Pupil diameter (mm),6,,3.9,136.6,L,,,Zernike Coeffs Pupil diameter (mm),6,,3.9,168.7,L,,,Zernike Coeffs Pupil diameter (mm),6,,5.2,28.1,S,,,Zernike Coeffs Pupil diameter (mm),6,,9.2,77.8,S,,,Zernike Coeffs Pupil diameter (mm),6,,16.3,70,M,,,Zernike Coeffs Pupil diameter (mm),6,,3.3,41,L,,,Zernike Coeffs Pupil diameter (mm),6,,2.6,110.7,L,,,Zernike Coeffs Pupil diameter (mm),6,,2.6,34.5,L,,,Zernike Coeffs Pupil diameter (mm),6,,3,217.6,M,,,Zernike Coeffs Pupil diameter (mm),6,,6.1,3,L,,,Zernike Coeffs Pupil diameter (mm),6,,14.8,119,M,,,Zernike Coeffs Pupil diameter (mm),6,,6.5,57.3,L,,,Zernike Coeffs Pupil diameter (mm),6,,7.2,35.8,L,,,Zernike Coeffs Pupil diameter (mm),6,,10.4,20.8,L,,,Zernike Coeffs Pupil diameter (mm),6,,5.2,134,L,,,Zernike Coeffs Pupil diameter (mm),6,,7.8,250.2,L,,,Zernike Coeffs Pupil diameter (mm),6,,13.7,72.6,S,,,Zernike Coeffs Pupil diameter (mm),6,,5.9,55.4,M,,,Zernike Coeffs Pupil diameter (mm),6,,7.2,19.5,M,,,Zernike Coeffs Pupil diameter (mm),6,,7.8,39.7,M,,,Zernike Coeffs Pupil diameter (mm),6,,5.2,16.3,L,,,Zernike Coeffs Pupil diameter (mm),6,,9.6,164.2,L,,,Zernike Coeffs Pupil diameter (mm),6,,18.3,83.7,S,,,Zernike Coeffs Pupil diameter (mm),6
3.3,104.6,M,,,Zernike Coeffs measured wavelength (nm),900,,3.3,194.8,L,,,Zernike Coeffs measured wavelength (nm),900,,3.3,103.9,S,,,Zernike Coeffs measured wavelength (nm),900,,3.9,114.4,L,,,Zernike Coeffs measured wavelength (nm),900,,3.9,156.2,S,,,Zernike Coeffs measured wavelength (nm),900,,3.9,188.3,M,,,Zernike Coeffs measured wavelength (nm),900,,5.2,103.3,L,,,Zernike Coeffs measured wavelength (nm),900,,9.2,92.8,M,,,Zernike Coeffs measured wavelength (nm),900,,17,58.2,L,,,Zernike Coeffs measured wavelength (nm),900,,3.3,46.3,M,,,Zernike Coeffs measured wavelength (nm),900,,2.6,119.2,M,,,Zernike Coeffs measured wavelength (nm),900,,2.6,85.3,M,,,Zernike Coeffs measured wavelength (nm),900,,3,228.4,M,,,Zernike Coeffs measured wavelength (nm),900,,6.1,24.8,L,,,Zernike Coeffs measured wavelength (nm),900,,15.6,17.4,L,,,Zernike Coeffs measured wavelength (nm),900,,6.5,64.5,L,,,Zernike Coeffs measured wavelength (nm),900,,7.8,46.3,L,,,Zernike Coeffs measured wavelength (nm),900,,11.1,26.7,M,,,Zernike Coeffs measured wavelength (nm),900,,5.2,181.1,M,,,Zernike Coeffs measured wavelength (nm),900,,9.1,49.1,L,,,Zernike Coeffs measured wavelength (nm),900,,13.7,128.8,L,,,Zernike Coeffs measured wavelength (nm),900,,6.4,16.7,L,,,Zernike Coeffs measured wavelength (nm),900,,7.2,23.5,M,,,Zernike Coeffs measured wavelength (nm),900,,7.8,61.9,M,,,Zernike Coeffs measured wavelength (nm),900,,5.9,48.4,L,,,Zernike Coeffs measured wavelength (nm),900,,10.4,63.4,M,,,Zernike Coeffs measured wavelength (nm),900,,19,75.2,L,,,Zernike Coeffs measured wavelength (nm),900
3.3,130.1,L,,,Zernike Coeffs Optimized wavelength (nm),550,,3.5,36,L,,,Zernike Coeffs Optimized wavelength (nm),550,,3.3,130.7,S,,,Zernike Coeffs Optimized wavelength (nm),550,,3.9,145.8,L,,,Zernike Coeffs Optimized wavelength (nm),550,,3.9,164.7,L,,,Zernike Coeffs Optimized wavelength (nm),550,,3.9,192.9,L,,,Zernike Coeffs Optimized wavelength (nm),550,,5.2,113.1,L,,,Zernike Coeffs Optimized wavelength (nm),550,,9.2,202,L,,,Zernike Coeffs Optimized wavelength (nm),550,,17,156.9,L,,,Zernike Coeffs Optimized wavelength (nm),550,,3.3,61.9,L,,,Zernike Coeffs Optimized wavelength (nm),550,,2.6,153.1,M,,,Zernike Coeffs Optimized wavelength (nm),550,,2.6,123.8,L,,,Zernike Coeffs Optimized wavelength (nm),550,,3.5,11.7,M,,,Zernike Coeffs Optimized wavelength (nm),550,,6.1,59.9,M,,,Zernike Coeffs Optimized wavelength (nm),550,,16.1,147.2,L,,,Zernike Coeffs Optimized wavelength (nm),550,,7.2,9.1,M,,,Zernike Coeffs Optimized wavelength (nm),550,,7.8,57.3,M,,,Zernike Coeffs Optimized wavelength (nm),550,,11.1,37.1,M,,,Zernike Coeffs Optimized wavelength (nm),550,,5.2,200.7,L,,,Zernike Coeffs Optimized wavelength (nm),550,,9.1,58.6,M,,,Zernike Coeffs Optimized wavelength (nm),550,,15,241.2,M,,,Zernike Coeffs Optimized wavelength (nm),550,,6.5,14.3,L,,,Zernike Coeffs Optimized wavelength (nm),550,,7.8,52.1,S,,,Zernike Coeffs Optimized wavelength (nm),550,,8.5,8.5,L,,,Zernike Coeffs Optimized wavelength (nm),550,,5.9,89.6,L,,,Zernike Coeffs Optimized wavelength (nm),550,,10.4,92.9,L,,,Zernike Coeffs Optimized wavelength (nm),550,,19,122.9,L,,,Zernike Coeffs Optimized wavelength (nm),550
3.3,133.4,M,,,,,,3.9,9.1,M,,,,,,3.3,149.7,L,,,,,,3.9,153.6,M,,,,,,4.6,168.7,S,,,,,,4.6,26.8,L,,,,,,5.2,154.3,L,,,,,,9.8,38.6,L,,,,,,17.7,13.1,L,,,,,,3.3,71.7,L,,,,,,3.3,14.3,M,,,,,,2.6,189.6,L,,,,,,3.5,15.6,L,,,,,,6.9,32.6,S,,,,,,17.4,46,L,,,,,,7.2,33.2,L,,,,,,7.8,61.9,L,,,,,,11.7,48.9,L,,,,,,5.9,7.2,M,,,,,,9.1,155,M,,,,,,15.7,7.2,M,,,,,,6.5,46.3,M,,,,,,8.5,15.6,L,,,,,,9.1,30.6,L,,,,,,6.5,95.4,M,,,,,,10.4,205,L,,,,,,19.6,24.2,S,,,,
3.3,136.6,L,,,,,,3.9,22.1,L,,,,,,3.9,23.5,L,,,,,,4.6,45.1,L,,,,,,4.6,185.7,L,,,,,,4.6,97.4,M,,,,,,5.2,180.4,M,,,,,,9.8,46.4,M,,,,,,17.7,87.6,L,,,,,,3.3,74.3,L,,,,,,3.3,57.3,L,,,,,,3.3,72.3,M,,,,,,3.5,92.5,L,,,,,,6.9,128.6,M,,,,,,17.4,86.4,L,,,,,,7.2,37.8,S,,,,,,9.1,50.8,L,,,,,,11.7,61.2,L,,,,,,5.9,124.9,L,,,,,,10,127.3,S,,,,,,15.7,32,L,,,,,,6.6,42.9,L,,,,,,8.5,33.2,M,,,,,,9.1,54.1,L,,,,,,7.2,24.8,L,,,,,,10.9,43.9,M,,,,,,19.6,143.2,L,,,,
3.3,168.7,M,,,,,,3.9,61.2,L,,,,,,3.9,75.8,L,,,,,,4.6,49,M,,,,,,4.6,195.5,L,,,,,,5.2,5.2,M,,,,,,5.9,6.5,L,,,,,,9.8,70,M,,,,,,17.7,148.4,L,,,,,,3.3,117.3,L,,,,,,3.3,63.8,M,,,,,,3.3,139.4,L,,,,,,3.5,138.1,M,,,,,,6.9,241,L,,,,,,17.4,161.6,L,,,,,,7.8,30,L,,,,,,10.4,7.2,L,,,,,,13,2,L,,,,,,5.9,173.2,L,,,,,,10,221.1,L,,,,,,15.7,220.3,M,,,,,,7.2,7.8,L,,,,,,8.5,63.2,L,,,,,,9.8,16.3,L,,,,,,7.2,75.2,L,,,,,,11.7,16.1,L,,,,,,20.3,48.4,M,,,,
3.3,186.3,M,,,,,,3.9,80.8,M,,,,,,3.9,107.2,M,,,,,,4.6,56.2,L,,,,,,5.2,9.2,S,,,,,,5.2,9.8,L,,,,,,5.9,15.7,M,,,,,,9.8,142.5,M,,,,,,17.7,230.1,M,,,,,,3.3,125.7,L,,,,,,3.3,86.6,M,,,,,,3.9,9.8,L,,,,,,3.5,142.9,L,,,,,,7.4,47.3,L,,,,,,18.7,224.5,L,,,,,,8.5,14.3,L,,,,,,11.1,13,M,,,,,,13,6.5,M,,,,,,5.9,185.7,S,,,,,,10.4,35.2,L,,,,,,16.3,15.7,L,,,,,,7.2,11.1,L,,,,,,9.1,5.9,L,,,,,,9.8,42.3,L,,,,,,7.2,80.4,L,,,,,,11.7,21.7,M,,,,,,20.3,60.1,M,,,,
